"# Supplementary Table ST8. GO enrichment analysis of SimChrom-exclusive proteins (absent in NULOC_CS), n=1208.",,,,,,,,,,,
source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections,unexpected for chromatin
GO:MF,microtubule plus-end binding,GO:0051010,TRUE,0.0004312117743662355,3.365309389118929,21,1142,9,20246,"PAFAH1B1,KIF18A,CKAP5,KIF2C,CLIP1,KNSTRN,APC,CLASP1,CLASP2",TRUE
GO:MF,kinetochore binding,GO:0043515,TRUE,0.001572186390232581,2.803495967551764,6,1142,5,20246,"CENPH,CENPE,SPDL1,CLASP1,TTK",FALSE
GO:MF,damaged DNA binding,GO:0003684,TRUE,0.0020127831230873287,2.6962030177197085,76,1142,16,20246,"UNG,CREBBP,APEX1,DCLRE1B,RAD23A,RAD23B,CYREN,FEN1,ERCC3,POLB,HMCES,AUNIP,NTHL1,RPS3,RPA3,XNDC1N",FALSE
GO:MF,histone deacetylase activity,GO:0004407,TRUE,0.007076519977846231,2.1501802629284468,28,1142,9,20246,"HDAC11,HDAC4,HDAC5,HDAC7,HDAC8,MIER1,SIRT3,SIRT4,SKI",FALSE
GO:MF,poly-pyrimidine tract binding,GO:0008187,TRUE,0.01323309703424064,1.87833850294206,30,1142,9,20246,"RBMS1,PABPC1,HNRNPC,HNRNPH1,FMR1,KHDRBS2,PNPT1,U2AF2,PTBP1",FALSE
GO:BP,regulation of transcription by RNA polymerase II,GO:0006357,TRUE,"0,00E-02",323.3062153431158,2578,1151,665,21026,"ERFL,ERF,CDX1,ELF1,ELK1,CCNH,ASCL5,CTCFL,C1QBP,CREB3L3,BRD7,BRD8,BRD9,BHLHA9,BHLHE23,ACTB,EVX1,EVX2,BARHL1,ARGFX,ARID2,CREBBP,BSX,ATF2,ANXA2,ATF6,APEX1,DICER1,CUX2,BPTF,BCL7B,ARRB1,BAZ1A,ADNP2,TFAP2D,TFAP2E,ASCL2,FBXL19,GMEB2,NTN1,NKX2-1,NFIA,DRAP1,RBPJL,NSD1,NR2E3,NFIB,PAX8,RFX5,RFX6,NR2F2,FOXD1,IRF2,IRX4,KAT2A,MC1R,NOBOX,PAX7,MSGN1,MBD3L1,NR1I3,ETV6,NFATC2,POU4F1,CTNNB1,DCAF1,HOXC12,HOXC5,HOXC9,PAX9,FOXI3,FOXB2,HYAL2,KLF4,KDM7A,JPH2,NFIX,GLI3,HELT,HDAC4,HDX,HOXA6,NR3C2,MXD1,MXD4,MAFA,MAFF,MAFG,MAFK,MNAT1,MAX,FOXH1,NEUROG2,NFXL1,GFI1,HOXD8,GMEB1,HOXA3,IRF4,MBD3,FOS,HOXD1,LMO4,HIC1,HES2,JUN,GABPA,MNX1,MED7,MESP2,JUND,FOXI2,HR,HNF4A,JADE2,MBD3L5,GSX2,FOXG1,ING3,PDX1,FOXO4,MYF6,MYOD1,ETS2,KAT14,DBX1,HOXA5,TCF12,HMX1,HMX2,FOXO6,ONECUT1,HOXA9,MBD3L2B,NRF1,ONECUT2,MED15,NFX1,POU2F2,NFYB,MYD88,MNT,HOXD9,HEYL,LHX3,LHX6,METTL23,EED,ETV5,RPS6KA5,MEOX2,AR,EGR4,HOXA10,IRF5,IRF7,FOXJ2,HOXD3,HOXA1,HOXA11,MED4,OLIG1,HSFX3,FOXD4,EN1,NOC2L,DR1,DPRX,MEF2B,NFYC,MBD3L3,NCL,OLIG3,PAX2,OSR1,RBBP7,POU2F1,POU5F1,POU3F4,PAX4,HOXB2,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXC6,HOXD4,NTN3,PROX2,POU2AF1,PGR,KAT6A,MLXIP,NPAS4,PBX4,PAX1,GATA1,GATA2,GATA3,ENO1,FOXO3B,ABT1,ANKRD2,ATRX,GBX1,HOXB1,NHLH1,GSC2,BCL7C,BICRAL,E2F2,E2F3,E2F4,E2F5,ETV7,DMRTC2,ELK4,DMRTB1,DMAP1,EBF4,DEAF1,DMRT3,FERD3L,DMBX1,CPHXL2,EGR3,BARX2,DMRTA1,GCM1,HOXB3,HOXC4,HOXD10,HOXD11,HOXD12,ATOH7,CC2D1A,CDK2AP1,FOXJ1,ABL1,ASCL3,BARHL2,DUXB,ELF2,ELK3,ELP3,HOXC11,HOXC10,HOXC13,HOXC8,ARX,ASCL4,FOXL1,FOXN2,FOXM1,IRF9,KLF10,KLF12,KLF13,KLF14,KLF17,KLF18,GSC,HMGA2,DBP,ELANE,FIGLA,E4F1,FOXI1,EN2,HDAC5,HDAC7,HDAC8,HIRA,CDK2,ETV2,ETV3L,GTF2IRD1,GTF2IRD2,GTF2IRD2B,HINFP,HOXB13,BCL7A,CDK9,CREB3,KCNIP3,DNAJA3,SALL3,SALL4,DUXA,EHMT1,HOXA4,NKX2-3,PITX3,CRX,CREB3L4,CEBPZ,CREB3L2,CPHXL,DMRT1,FOXD3,HOXA7,FEZF2,LRRFIP1,MBD3L4,MIER1,MED6,HMGA1,INSM1,NFYA,MBD3L2,MED20,NFE2,PPARA,HES1,HOXA2,ISL2,IRF3,MSX2,FOXD2,HNF1B,NR4A2,NR4A3,NR5A2,ORC2,HMGN1,FOXL3,HIC2,RUVBL2,RUNX1,PITX1,GTF2F1,TAF4,TAF5,SKOR1,USP9X,SOX3,SP4,TRIM37,GTF2A2,TFEB,STAT2,TBR1,TGIF2LY,SMARCA1,PPARD,PSEN1,SKIL,SAMD7,FOXE1,NKX1-1,NKX6-2,NKX6-3,MSX1,RFX1,RFC1,POU1F1,TAF11,TAF12,TAF1L,TAF2,MYBL2,POU4F2,POU6F2,HMGB4,FOXN1,MRGBP,GCM2,GPER1,PPARG,FOXE3,HMGB1P1,MED24,NCOA3,RPS14,SETD3,SHOX2,SMARCB1,TEF,STAT5B,NKX2-2,OLIG2,TCEA1,XBP1,TEAD2,PITX2,PKN1,RFXAP,MTA1,SPIB,SPIC,SOX1,SP1,NFIC,POU3F2,SP140L,MLXIPL,NOTCH4,SMARCC2,HOXA13,SKI,SP9,SUV39H1,TFDP2,S100A10,STRAP,TGIF2,RAX,SMAD5,ST18,STRA8,THAP7,BRPF1,ANHX,ZBTB25,ZBED3,ZNF845,ZNF525,ZNF37A,TCF24,GTF2A1,TGIF1,ZNF750,PLK3,ZIC3,ZNF727,ZNF823,ZNF431,ZFP92,ZNF132,ZNF93,ZNF99,ZNF189,ZNF107,ZNF100,ZNF624,ZIM3,PHF6,ZNF718,ZNF700,ZNF595,ZNF880,ZNF48,ZNF599,ZNF761,ZNF157,TPRX1,ZNF705A,ZNF676,ZNF735,ZNF846,ZNF320,ZNF616,ZNF555,ZNF578,ZFP30,ZNF724,ZNF135,ZNF573,ZSCAN21,ZBTB16,ZNF268,ZNF287,ZNF138,ZNF177,YBX1,ZFP57,ZNF19,ZNF174,ZNF490,MITF,MYCN,TCF7L1,TLE4,SP7,PTMS,TBX22,SP2,SP3,STAT4,STAT6,SUV39H2,TEAD3,ZNF558,ZSCAN5B,ZSCAN1,ZBTB18,ZNF774,ZNF723,ZNF679,ZNF721,ZIK1,ZNF408,THRB,ZNF620,ZNF728,ZSCAN5A,ZNF682,ZNF395,ZNF716,ZNF808,ZNF211,ZNF534,PHF19,WWOX,TCF21,USF3,TAL2,REL,USF2,ZNF705G,PROP1,TEAD4,TFDP3,TCF7,ZNF813,NSMCE3,RUVBL1,SKOR2,RBPJ,ZNF585A,ZNF730,ZNF770,ZNF141,ZNF229,ZSCAN4,ZBTB39,ZNF675,ZNF844,ZFP42,ZNF479,ZNF43,ZNF347,ZNF350,ZSCAN22,ZNF841,ZNF644,ZNF587B,ZNF705D,ZNF708,ZNF726,ZNF853,ZNF888,ZNF80,ZNF430,ZNF492,ZNF91,ZNF112,ZNF253,ZIC1,TLX1,ZNF563,ZNF550,ZBTB7C,ZBTB17,ZNF852,ZNF70,ZNF208,ZNF101,ZNF316,ZNF552,ZNF418,ZNF397,ZNF681,ZFX,ZNF502,ZNF69,ZNF98,ZNF493,ZKSCAN3,ZNF28,ZNF227,ZNF491,ZNF232,ZNF74,ZNF454,ZNF66,ZNF648,ZNF765,ZNF611,SLC30A9,SRY,THRA,ZBTB32,ZNF530,ZNF883,TBX4,ZNF766,ZNF148,ZNF23,ZNF345,ZFP2,TEAD1,ZNF699,ZNF732,ZNF396,PRRX1,SCX,SOHLH2,SMYD2,HIVEP2,ZNF600,TET2,RELA,ZNF486,TWIST1,ZNF202,ZNF468,ZNF485,PURA,TFAP4,ZNF772,ZSCAN5C,SOX14,TBX21,ZNF17,ZNF506,ZNF254,ZNF467,ZBTB26,TPRX2,ZNF785,ZNF836,ZNF814,ZNF175,ZKSCAN5,ZNF81,ZNF7,ZNF284,ZNF669,ZNF764,ZFP90,ZIC2,ZNF311,ZFY,ZNF729,ZNF722,ZNF439,USF1,ZNF736,ZIC5,ZSCAN23,ZNF391,PLK1,VSX2,ZNF257,ZBTB3,ZNF737,KLF6,JUNB,MXI1,MSC,NACC1,MYOG,PPP1R12A,MYT1L,MYT1,MZF1,NEUROD1,NEUROD2,NEUROD4,NEUROD6,NFKB1,NFKB2",FALSE
GO:BP,DNA metabolic process,GO:0006259,TRUE,1.3948612357308797e-115,114.85546899493798,1005,1151,272,21026,"UNG,AEN,CENPS,BARD1,CHTF8,C1QBP,BRD7,BRD8,ACTB,GZMA,ARID2,CCNE2,CREBBP,POLD4,POLE2,AP5S1,ACTR5,DFFB,APEX1,APEX2,CHEK2,DICER1,CETN2,BCL7B,DCLRE1B,CAMSAP3,DNAJC2,CECR2,BAZ1A,NFIA,RNF212B,RAD51D,RAD54B,RAD21L1,RAD23A,RAD23B,NFIB,OTUD4,RBMS1,ISG20,KAT2A,NAP1L1,HPF1,MC1R,KASH5,MORF4L1,MEIOB,ORC4,POLDIP2,ATP23,CYREN,MSH3,PLD3,CTNNB1,DCAF1,HSP90AB1,KLF4,NFIX,HNRNPC,MNAT1,MCMDC2,MAJIN,MGME1,KMT5C,PRKCD,EXOSC6,FTO,MGMT,DDX1,EXD2,JADE2,ING3,MND1,MYO18A,POLG,MORF4L2,POLG2,EXOG,POLE,TWNK,GGN,MPND,TK1,PCLAF,RBBP6,RBBP7,TRIP13,FANCB,IFFO1,HFM1,PLD4,PRDM9,OOEP,PRIM1,PRIM2,ORC1,UPF1,BOD1L1,DTD1,EXOSC10,ATRX,FEN1,FBH1,FMR1,BRME1,BCL7C,DNASE2,DNASE2B,DNASE1L1,DNASE1L2,DNASE1L3,BABAM2,CENPF,DMAP1,DNASE1,FANCA,FANCC,CDK2AP1,ABL1,CSNK2A2,MBD4,ING5,MARF1,HUS1B,COMMD1,FOXM1,INO80D,KHDC3L,KLHDC3,HMGA2,ENDOV,EME1,EME2,E4F1,ERCC3,HSP90AA1,ERCC6L2,HDAC8,CENPX,CDK2,FAM111B,HINFP,BCL7A,CDK9,LIG1,DNAJA3,DNA2,POLRMT,POLB,NHP2,HMCES,METTL4,AUNIP,NYNRIN,PSMD14,HMGA1,NOC3L,MSH5,EYA2,NT5M,ORC2,HMGN1,GAR1,RUVBL2,RTF2,TAF4,TAF5,HSF2BP,MEIOC,USP9X,UVRAG,RHNO1,UVSSA,SMCHD1,SMARCAD1,TOP6BL,FANCL,GMNC,NME1,RFC1,TAF12,TAF2,ENDOG,NTHL1,PPP5C,MRGBP,HUS1,PRDM7,RNF138,SHLD1,SET,SHLD3,SHOC1,SHPRH,SMARCB1,RPS3,TCP1,SEM1,MSH4,ORC6,SUPV3L1,POLA2,MTA1,NFIC,RPA3,SMARCC2,SIX6OS1,STRA8,ADRA2A,ASCC3,CINP,CCNB1IP1,GTF2H4,RRM2B,RNASEH1,RNF212,TOP3B,PHF13,GTF2H1,GTF2H5,ZPR1,USP51,USP43,ZCWPW1,CDC34,WDR48,ZNF365,ZSWIM7,SPO16,SPO11,PTGES3,THAP9,RRM1,PTMS,TNP1,STAT6,SSBP1,TNKS1BP1,TERB2,USP47,UBE2A,TOP1MT,WAPL,TEX11,TERF1,TNKS2,NSMCE3,RUVBL1,TOP3A,ZSCAN4,XNDC1N,ZGRF1,UBE2V2,USP10,SLC30A9,RCHY1,TREX2,TET2,TREX1,PPP4C,TOPBP1,TWIST1,ZFYVE26,PURA,TEX19,XRCC3,TBX21,TIPIN,TTF2,TRAIP,PLK1,N4BP2",FALSE
GO:BP,cell cycle,GO:0007049,TRUE,7.038880674195855e-70,69.15249639706093,1663,1151,285,21026,"PRPF4B,BIRC5,BUB1B,PPP2R1A,ALKBH4,CDC20,AURKC,CENPS,CHMP4A,CHMP3,ANAPC16,CCNH,AURKA,BUB1,BARD1,CHTF8,DCTN1,BRD7,BRD8,BRDT,ACTB,ARID2,CCNE2,CENPU,BUB3,ATF2,ACTR5,CHMP4B,DCTN2,CHMP6,CHEK2,CETN2,BCL7B,CAMSAP3,CHMP2A,CHMP2B,CHMP4C,CECR2,HJURP,NUP43,NFIA,RNF212B,RAD51D,RAD54B,RCC2,RAD21L1,RAD23A,NFIB,NR2F2,PAFAH1B1,KAT2A,MTCL1,PUM2,KASH5,MORF4L1,NSUN2,CHMP1A,CHMP1B,CHMP5,MEIOB,ORC4,POLDIP2,POU4F1,CTNNB1,HSP90AB1,HOXC9,KLF4,MAP1S,MNAT1,MCMDC2,MAJIN,NEK9,NAA60,LIMK2,JUN,KIF18A,JUND,DYNC1LI1,JADE2,FOXG1,ING3,FOXO4,MND1,NUF2,PDE3A,KAT14,MAP3K7,DAPK3,NEK6,MNT,MORF4L2,KNL1,KNTC1,MEIKIN,CDK17,POLE,FOXJ2,NUP37,PPP2CA,TK1,DR1,PCLAF,PUM1,TRIP13,IFFO1,HFM1,PRDM9,OOEP,ORC1,UPF1,ITGB3BP,CDK3,DCTN3,GATA3,CKAP5,ATRX,CCNB1,FEN1,BRME1,BCL7C,E2F2,E2F3,BABAM2,CENPF,CENPH,CENPL,DMRTC2,DMAP1,CHMP7,FANCA,BOD1,CENPK,CENPT,HOXD10,CENPM,ABL1,CENPN,CSNK2A2,ING5,MARF1,HUS1B,FOXM1,INO80D,DYNLT3,KLHDC3,HMGA2,CENPO,EME1,EME2,E4F1,ERCC3,HDAC8,CENPI,CENPX,CDK2,HINFP,BCL7A,CDK9,CREB3,DCTN6,LIG1,DNA2,SEH1L,KIF2C,CENPE,AUNIP,CLIP1,DMRT1,KIF2B,MTBP,HSPA8,INSM1,HES1,MSX2,MSH5,RUVBL2,RTF2,HSF2BP,MEIOC,USP9X,UVRAG,RHNO1,TRIM37,RPS6,SPAG5,TEX14,SKA2,SKA1,SMARCAD1,SKIL,SYCP3,TOP6BL,GMNC,PRKCA,MSX1,TAF1L,TAF2,MYBL2,PPP5C,MRGBP,HUS1,GPER1,FOXE3,PRDM7,KNSTRN,SPDL1,SHOC1,SMARCB1,RPS3,TELO2,STAT5B,MSH4,PKHD1,PNPT1,RPA3,SEPTIN6,SMARCC2,HOXA13,SIX6OS1,SUV39H1,TFDP2,SPC25,STRA8,APC,CCNB1IP1,NCAPG,CLASP1,CLASP2,ZBED3,RRM2B,RNF212,SKA3,RPS15A,TOP3B,PLK3,PHF13,ZWINT,ZPR1,USP51,XPO1,ZCWPW1,ZWILCH,CDC34,ZSCAN21,ZNF268,MIS12,PES1,SPO16,SPO11,RRM1,STAG2,SEPTIN7,TERB2,USP47,UBE2A,WAPL,TEX11,STAG1,TERF1,PPP1CC,TFDP3,TTLL12,RUVBL1,TOP3A,ZFP42,ZBTB17,WDR76,TTK,SEPTIN2,PLK2,TREX1,TOPBP1,TRNP1,ZFYVE26,TFAP4,TEX19,XRCC3,TIPIN,ZW10,PLK1,JUNB,MYOG,PPP1R12A,NDE1,NDEL1",FALSE
GO:BP,multivesicular body-lysosome fusion,GO:0061763,TRUE,3.010067782698617e-11,10.52142372456545,11,1151,11,21026,"CHMP4A,CHMP3,CHMP4B,CHMP6,CHMP2A,CHMP2B,CHMP4C,CHMP1A,CHMP1B,CHMP5,CHMP7",TRUE
GO:BP,vesicle fusion with vacuole,GO:0051469,TRUE,3.010067782698617e-11,10.52142372456545,11,1151,11,21026,"CHMP4A,CHMP3,CHMP4B,CHMP6,CHMP2A,CHMP2B,CHMP4C,CHMP1A,CHMP1B,CHMP5,CHMP7",TRUE
GO:BP,viral budding from plasma membrane,GO:0046761,TRUE,3.3507943724667824e-8,7.474852222610286,15,1151,11,21026,"CHMP4A,CHMP3,CHMP4B,CHMP6,CHMP2A,CHMP2B,CHMP4C,CHMP1A,CHMP1B,CHMP5,CHMP7",TRUE
GO:BP,plasma membrane repair,GO:0001778,TRUE,0.000004416462427040752,5.354925459962336,30,1151,13,21026,"CHMP4A,CHMP3,ANXA2,CHMP4B,CHMP6,CHMP2A,CHMP2B,CHMP4C,CHMP1A,CHMP1B,CHMP5,CHMP7,S100A10",TRUE
GO:BP,protein localization to chromosome,GO:0034502,TRUE,0.000009122018147430786,5.039909068104595,126,1151,26,21026,"BUB1B,CTCFL,BUB3,RCC2,CYREN,KNL1,KNTC1,IFFO1,ATRX,CHMP7,BOD1,CDK9,MTBP,RUVBL2,RHNO1,SPDL1,TCP1,ZWILCH,SPO11,WAPL,TERF1,TNKS2,TTK,TOPBP1,ZW10,PLK1",FALSE
GO:BP,ribosomal small subunit biogenesis,GO:0042274,TRUE,0.000017787155206554536,4.749893505366806,104,1151,23,21026,"SNU13,EXOSC10,ABT1,RPS8,RPS11,RPS9,RPS5,UTP25,RPS6,RPS7,RPS16,RPS14,RPS4X,RPS15A,RPS23,GTF2H5,SRFBP1,WDR75,RPS13,RPS24,RPS12,RPS28,WDR43",FALSE
GO:BP,late endosome to lysosome transport,GO:1902774,TRUE,0.000022093187777884435,4.655741616203647,23,1151,11,21026,"CHMP4A,CHMP3,CHMP4B,CHMP6,CHMP2A,CHMP2B,CHMP4C,CHMP1A,CHMP1B,CHMP5,CHMP7",TRUE
GO:BP,regulation of DNA binding,GO:0051101,TRUE,0.00010069425560093942,3.9969953043418434,72,1151,18,21026,"GZMA,HJURP,NSD1,MMP9,POU4F1,JUN,GATA1,GATA3,HMGA2,HES1,PSEN1,NME1,POU4F2,SKI,ZNF675,TWIST1,TFAP4,NEUROD1",FALSE
GO:BP,peptidyl-lysine methylation,GO:0018022,TRUE,0.0005715449992543891,3.2429495707656066,19,1151,9,21026,"EEF1AKMT3,ANTKMT,VCPKMT,EEF2KMT,EEF1AKMT1,METTL21A,EHMT1,ATPSCKMT,SMYD2",FALSE
GO:BP,multivesicular body assembly,GO:0036258,TRUE,0.001335637119343086,2.874311519760028,32,1151,11,21026,"CHMP4A,CHMP3,CHMP4B,CHMP6,CHMP2A,CHMP2B,CHMP4C,CHMP1A,CHMP1B,CHMP5,CHMP7",TRUE
GO:BP,tRNA transcription by RNA polymerase III,GO:0042797,TRUE,0.002139979460984793,2.6695903948862174,12,1151,7,21026,"POLR3E,POLR3D,GTF3C3,GTF3C4,GTF3C2,GTF3C5,GTF3C1",FALSE
GO:BP,steroid hormone receptor signaling pathway,GO:0043401,TRUE,0.003978863187425561,2.4002409937431928,138,1151,23,21026,"ABHD2,NR2E3,RBFOX2,PAQR7,NR3C2,FOXH1,HNF4A,OR51E2,PDE3A,PGRMC2,HEYL,AR,PADI2,PGR,PAQR8,PPARA,NR4A3,PPARD,POU4F2,GPER1,PKN1,PTGES3,TCF21",FALSE
GO:BP,"regulation of mRNA splicing, via spliceosome",GO:0048024,TRUE,0.006250169739416706,2.204108188113358,112,1151,20,21026,"ACIN1,C1QBP,CELF6,RBM25,RBM4,RBFOX2,NUP98,MYOD1,HMX2,NCL,UPF1,EXOSC10,FMR1,KHDRBS2,HSPA8,RNPS1,SMU1,U2AF2,PTBP1,SF1",FALSE
GO:BP,cellular response to endogenous stimulus,GO:0071495,TRUE,0.006326709869603467,2.1988220809698547,1223,1151,105,21026,"BRD8,ABHD2,CREBBP,ATF2,BPTF,NKX2-1,NFIA,RBM4,NR2E3,PAX8,RBFOX2,FOXD1,KAT2A,CTNNB1,HSP90AB1,PAX9,PAQR7,HYAL2,KLF4,NR3C2,FOXH1,FOS,PRKCD,JUN,DYNC1LI2,HNF4A,FOXO4,OR51E2,PDE3A,PGRMC2,MYOD1,ONECUT1,MAP3K7,ONECUT2,HEYL,AR,PADI2,NCL,PAX2,RBBP7,POU5F1,PGR,PAQR8,NPAS4,GATA1,GATA3,FBH1,EGR3,CTSD,GSK3B,ABL1,EME1,HDAC5,ETV2,PITX3,HSPA8,PPARA,HES1,MSX2,NR4A2,NR4A3,NR5A2,SKOR1,USP9X,PPARD,SKIL,PRKCA,MSX1,POU4F2,GPER1,PPARG,NCOA3,KNSTRN,STAT5B,XBP1,PKN1,SP1,HOXA13,SKI,STRAP,SMAD5,PRKAA1,ADRA2A,CTSL,APC,TGIF1,GTF2H1,ZPR1,PTGES3,STAT6,THRB,WWOX,TCF21,SKOR2,RBPJ,THRA,SCX,RELA,TWIST1,TFAP4,ZNF764,USF1,MYOG,NDEL1,NFKB1",TRUE
GO:BP,5S class rRNA transcription by RNA polymerase III,GO:0042791,TRUE,0.006648614613525162,2.1772688401678995,6,1151,5,21026,"GTF3C3,GTF3C4,GTF3C2,GTF3C5,GTF3C1",FALSE
GO:BP,late endosome to vacuole transport,GO:0045324,TRUE,0.0068729356226023604,2.162857724020446,37,1151,11,21026,"CHMP4A,CHMP3,CHMP4B,CHMP6,CHMP2A,CHMP2B,CHMP4C,CHMP1A,CHMP1B,CHMP5,CHMP7",TRUE
GO:BP,response to UV,GO:0009411,TRUE,0.009116544792408554,2.0401697298642794,155,1151,24,21026,"CREBBP,ACTR5,MC1R,MMP9,HYAL2,PRKCD,NOC2L,PCLAF,FEN1,ELANE,ERCC3,HMGN1,RUVBL2,RHNO1,UVSSA,HUS1,PRKAA1,USP47,UBE2A,NSMCE3,RELA,TREX1,TIPIN,USF1",FALSE
GO:BP,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,GO:0043162,TRUE,0.00919647459721099,2.036378624437193,38,1151,11,21026,"CHMP4A,CHMP3,CHMP4B,CHMP6,CHMP2A,CHMP2B,CHMP4C,CHMP1A,CHMP1B,CHMP5,CHMP7",TRUE
GO:BP,ESCRT III complex disassembly,GO:1904903,TRUE,0.01097956005717721,1.959415061394866,10,1151,6,21026,"CHMP2A,CHMP2B,CHMP1A,CHMP1B,CHMP5,CHMP7",TRUE
GO:BP,mitotic intra-S DNA damage checkpoint signaling,GO:0031573,TRUE,0.04122784861190184,1.3848093273465245,17,1151,7,21026,"ATF2,CHEK2,HUS1B,EME1,EME2,HUS1,TIPIN",FALSE
