"# Supplementary Table ST9. GO enrichment analysis of NULOC_CS-exclusive proteins (absent in SimChrom), n=1459.",,,,,,,,,,
source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:MF,7SK snRNA binding,GO:0097322,TRUE,0.004787858387381877,2.319858703396817,9,1423,6,20246,"CELF3,CCNT2,CCNT1,MEPCE,HEXIM1,HEXIM2"
GO:MF,nuclear localization sequence binding,GO:0008139,TRUE,0.011651290262442054,1.9336259782576286,24,1423,9,20246,"KPNA3,POM121C,KPNA2,POM121,KPNB1,KPNA1,NPAP1,TNPO2,KPNA4"
GO:MF,RNA polymerase II CTD heptapeptide repeat modifying activity,GO:0140994,TRUE,0.017072053656749,1.7677142329481088,25,1423,9,20246,"CTDP1,CCNK,CDK13,MAPK1,CTDSP1,CTDSPL,CTDSP2,CDK8,RPRD1A"
GO:MF,ribonucleoprotein complex binding,GO:0043021,TRUE,0.01846420027914965,1.7336694977543343,174,1423,28,20246,"BAG6,GTPBP4,RBM3,NVL,LEMD3,HABP4,NAA10,EIF5A,PYM1,ITCH,CPEB3,DHX33,CPEB1,MDM2,SECISBP2,SNRPB,PELO,SHFL,EEFSEC,TIMM50,ZC3H12A,TTC5,XPO5,ZNF593,ZNF622,UHMK1,TMA16,NMD3"
GO:MF,transcription regulator inhibitor activity,GO:0140416,TRUE,0.025242716081709398,1.5978639174217244,32,1423,10,20246,"DNAJB1,HEXIM1,NFKBIL1,NR0B2,DDIT3,MDFI,LYAR,HSPA1A,SNIP1,TRAPPC2B"
GO:MF,peptidyl-prolyl cis-trans isomerase activity,GO:0003755,TRUE,0.02598040408106347,1.585354098497349,45,1423,12,20246,"AIPL1,CWC27,RANBP2,PPIL2,PPIL4,FKBP5,PIN1,FKBP4,PPIE,PPID,PPWD1,PTPA"
GO:MF,metal ion binding,GO:0046872,TRUE,0.02801645624887484,1.5525867987036868,4396,1423,369,20246,"YBEY,ZNF385A,ALKBH6,EWSR1,COPS5,MLLT6,AEBP2,ANAPC11,CDKN1A,CPNE2,ADK,ANXA11,CDK5R1,APOBEC3B,BEX4,AKAP8,BNC2,ALKBH8,BAZ2B,ALKBH5,CIAPIN1,CPNE3,DGKQ,BIRC3,BIRC7,ARIH2,CDADC1,DPH1,AGTPBP1,CGAS,ASXL1,ASXL2,AKAP8L,MKRN2,NANOS3,NUBP2,LMO2,RNF7,RANBP2,RBM20,RAN,PPP2R3B,GNAQ,INTS12,PARN,L3MBTL3,MOB2,PPP2R3C,RBKS,ARIH1,ANXA1,PAPOLB,TENT4B,MICAL3,MAEA,LIMD2,NFS1,NEK1,NUDT16,RUNX1T1,DTX2,DST,RPS6KA3,LRP1,ZFPM2,JAZF1,LOXL2,DAG1,DDX59,FEM1B,IRF2BPL,CBFA2T2,PDCD2,PDCD6,PLSCR2,NUDT5,PARK7,NEK7,CTDSP1,PIR,NPLOC4,ZFPM1,MAP3K2,DPH3,PEG10,NEK11,L3MBTL4,RPS6KA6,LHPP,MEFV,MOB1B,ANG,OTUD7A,PRDM10,PRDM12,NLK,OAS1,DNAJC21,CBFA2T3,OSGEP,RNF113A,ADARB1,HELZ,IKZF2,PHC3,PHF14,DXO,IPMK,LMCD1,SMPD4,NUP42,PARP12,PPM1E,CBLL1,PRICKLE1,PLCB3,PAPOLG,PUS10,ENOPH1,CPS1,MCC,EYA4,FHL3,GATAD1,CTDSPL,CTDSP2,FBXO5,DBF4B,COQ7,CBS,DIDO1,BRSK1,KPNB1,FIZ1,MBNL2,MBNL3,LYAR,CUTC,GET3,KIF4A,CPEB1,EGLN2,CRYAA,DCTPP1,DGKZ,CGRRF1,DUSP12,ZNF689,SCNM1,SCAPER,DYRK3,IKZF4,NOCT,CPNE1,IRF2BP1,PCGF1,PIAS2,PHF20,TESMIN,MSRB1,MEX3B,RTL3,RSBN1L,RFPL1,UBOX5,TRIM27,TRIM33,TRIM35,TRIM41,RRAGC,RMND5A,RP9,RNF38,TATDN3,SMYD4,TATDN2,RUFY2,SEPTIN4,PRDM14,PRKN,USP39,RNF151,RNF187,SNRPC,TADA2B,ALOX5,MAB21L1,PHF7,GCH1,RYBP,SMG1,MDM2,PHF12,RNF126,RNF13,RNF6,SIK1,SIAH2,S100B,S100A4,TENM2,MYCBP2,NUAK1,NOL3,PELO,S100A11,RERE,RNF220,SRPK1,DRG2,RACGAP1,SOD1,SNRK,SUPT4H1,DZIP1,MLLT10,CILK1,CNBP,CHP2,TESC,C11ORF54,TCF19,PIAS3,TNIP2,TRIM52,ZNF511,ZC3HC1,ZNF667,ZNF707,ZNF567,RNF14,ZXDB,ZNF532,ZNF414,ZNF653,ZNF488,ZC3H3,ZCCHC8,ZNF497,ZNF671,YPEL5,ZNF865,USP21,ZNF383,ZNF223,ZXDC,ZC3H12A,ZNF691,UBE3A,NUFIP1,RNF112,RNF34,PTPA,TUT1,SAP30L,RNF4,STAMBP,PPM1M,RNF10,THAP5,TRIM25,ZC3H11A,ZNF592,ZNF410,FLT4,YAF2,ZBTB44,ZNF609,ZNF710,ZNF654,TTC3,SLU7,TCEA3,RFPL3,ELAC1,TRAF4,TRIM26,ZNF385B,YJU2,PHF11,TCF20,U2AF1L4,PHF23,TRIM21,ZMIZ2,ZNF234,ZNF704,ZNF469,ZBTB24,ZNF688,ZIM2,ZNF593,ZMYM2,ZNF507,ZNF503,ZUP1,ZFR,ZMYM5,ZXDA,ZMYM6,ZNF277,ZNF346,ZNF366,ZCCHC4,ZNF22,ZNF613,ZCCHC7,ZMAT5,ZNF233,ZNF362,UBLCP1,ZCCHC9,ZNF155,ZNF462,ZMAT3,ZNF687,ZNF821,ZNF800,SH3RF2,ZNF622,WEE2,ZFP91,ZNF576,ZNHIT1,ZMYM1,ZNF407,ZNF524,ZNF581,TESK2,ZNF777,ZNF382,TRIM8,TRIP12,TUT4,ZNF335,TRIM22,ZNF512,ZC3H14,ZNF235,ZNF329,ZMYND15,ZFC3H1,ZNF318,ZFP64,ZMAT4,ZNF106,SNRNP48,SIVA1,ZNF638,ZMYM3,ZNF214,ZRANB1,ZNF282,ZC3H13,ZNF222,ZMIZ1,ZNF662,ZC3H18,ZNF541,ZMAT1,ZMAT2,ZNF296,ZNF358,TSN,TRERF1,ADI1,RPS6KA2,LIN28A,LIMK1"
GO:MF,ubiquitin-like protein peptidase activity,GO:0019783,TRUE,0.029599267687874967,1.5287190336386691,142,1423,24,20246,"USP26,COPS5,MINDY3,COPS4,OTUD7A,HINT1,OTUD3,OTUD5,USP39,SENP1,UFSP2,SENP3,USP27X,USP21,ZC3H12A,STAMBP,SENP6,USP28,UFD1,ZUP1,USP48,USP11,ZRANB1,USP1"
GO:MF,ion binding,GO:0043167,TRUE,0.0376396523415688,1.4243543965847263,6377,1423,514,20246,"YBEY,ZNF385A,AKT1,ALKBH6,EWSR1,COPS5,DDX52,MLLT6,AEBP2,ANAPC11,CDK20,CDKN1A,CPNE2,ADK,ANXA11,CDK5R1,CDK19,APOBEC3B,BEX4,AKAP8,BNC2,ALKBH8,CIITA,CLK2,BAZ2B,ALKBH5,ARHGEF5,GTPBP4,ALPK3,CIAPIN1,CPNE3,DGKQ,BIRC3,BIRC7,GLE1,ARIH2,ATAD2,CDADC1,DPH1,BMP2K,BMS1,AGTPBP1,CGAS,CDK13,DDX27,DDX25,DYRK1B,EEF1D,ASXL1,ASXL2,AKAP8L,MKRN2,MAP2K4,DENND4A,NANOS3,NUBP2,LMO2,RNF7,RCC1,RANBP17,RANBP2,RBM20,RAN,NOLC1,PPP2R3B,RASD1,ECT2,ITPKC,NVL,GNAQ,INTS12,LBR,PARN,L3MBTL3,MOB2,RANGRF,PPP2R3C,RBKS,NET1,ARIH1,ANXA1,PAPOLB,TENT4B,MAPK1,MAPK9,NOL9,CASK,MICAL3,GNL2,FLII,MAEA,MAPKAPK2,MAPKAPK3,MAPK10,LSG1,LIMD2,NFS1,NEK1,RNGTT,IP6K2,NUDT16,RUNX1T1,DTX2,HIPK1,MAPK4,MAPK14,MAPK15,DST,RPS6KA3,LRP1,IQSEC1,ZFPM2,JAZF1,LANCL2,LOXL2,DDX54,DDX56,DAG1,DDX59,FEM1B,IRF2BPL,CBFA2T2,PCYT1A,PDCD2,PDCD6,PLSCR2,NUDT5,PARK7,NEK7,NLRP1,NAV3,CTDSP1,PIR,NPLOC4,ZFPM1,KIF20B,MAP3K2,DDX28,DPH3,PEG10,NEK11,L3MBTL4,RPS6KA6,LHPP,MEFV,MOB1B,ANG,GCAT,MKI67,OTUD7A,PRDM10,PRDM12,NLK,OAS1,DDX18,DDX31,DNAJC21,CBFA2T3,OSGEP,RNF113A,ADARB1,HELZ,HIPK3,IKZF2,PHC3,PHF14,DXO,DQX1,GPN1,IPMK,LMCD1,SMPD4,NUP42,PIK3C2B,PARP12,PRR7,PPM1E,CBLL1,METTL5,PRICKLE1,PLCB3,PAPOLG,PUS10,CDKL2,FRK,ENOPH1,CPS1,MCC,EYA4,FHL3,PCIF1,DOCK10,GATAD1,CDKL1,CDK4,CTDSPL,CTDSP2,DDX51,FBXO5,DBF4B,EEF1A2,COQ7,DDX50,CBS,DIDO1,DHX33,DLD,BRSK1,DEF6,KPNB1,FIZ1,MBNL2,MBNL3,LYAR,CUTC,GET3,IP6K1,GNL3,CMPK1,KIF4A,DCK,DDX53,CAPG,CPEB1,EGLN2,HSPA1A,CRYAA,DCTPP1,DGKZ,FKBP4,DDX3Y,BAG3,CDK8,CDKL5,CGRRF1,DHX37,DUSP12,SDCBP,RRAGD,ZNF689,SCNM1,SCAPER,DYRK3,IKZF4,NOCT,CPNE1,IRF2BP1,OGT,PCGF1,PIAS2,PHF20,MAP2K6,TESMIN,MSRB1,MEX3B,RTL3,RASL11A,RSBN1L,AK9,RFPL1,UBOX5,STRADA,SRC,SERGEF,TRIM27,TRIM33,TRIM35,TRIM41,RRAGC,RMND5A,RP9,RNF38,TATDN3,SMYD4,SESN1,STK40,TATDN2,RUFY2,SGK2,SEPTIN4,PRDM14,PRKN,USP39,RNF151,RNF187,SNRPC,TADA2B,ALOX5,MAB21L1,PHF7,RIT2,GNL3L,GCH1,PDIK1L,RYBP,SMG1,MDM2,PHF12,RNF126,RNF13,RNF6,SETD6,SIK1,SIAH2,S100B,S100A4,TENM2,MYCBP2,NUAK1,NOL3,PELO,S100A11,RERE,RNF220,SKIV2L,SRPK1,DRG2,PIK3CB,RACGAP1,SOD1,SNRK,SUPT4H1,DZIP1,CAMK1D,SDCBP2,STK17A,SMCR8,MLLT10,CLP1,CILK1,CNBP,CHP2,TESC,C11ORF54,TCF19,PIAS3,TNIP2,TRIM52,ZNF511,ZC3HC1,ZNF667,TXNRD1,PSMA6,TUBD1,ZNF707,ZNF567,RNF14,STK19,ZXDB,ZNF532,ZNF414,EEFSEC,ZNF653,ZNF488,ZC3H3,ZCCHC8,ZNF497,ZNF671,YPEL5,ZNF865,USP21,UBE2QL1,ZNF383,ZNF223,ZXDC,ZC3H12A,ZNF691,UBE3A,TOR1A,UBE2I,NUFIP1,RNF112,SPHK2,RNF34,PTPA,TUT1,SAP30L,TRIB3,RNF4,STAMBP,PSMC3,PPM1M,RNF10,THAP5,TRIM25,ZC3H11A,ZNF592,ZNF410,RTCA,FLT4,YAF2,ZBTB44,UBE2O,ZNF609,ZNF710,ZNF654,UBE2T,TTC3,SLU7,DHX38,TCEA3,VRK3,RGS14,RFPL3,ELAC1,TRAF4,TRIM26,ZNF385B,YJU2,PHF11,TCF20,U2AF1L4,PHF23,TRIM21,UBE2Z,ZMIZ2,ZNF234,ZNF704,ZNF469,ZBTB24,ZNF688,ZIM2,ZNF593,ZMYM2,ZNF507,ZNF503,TXK,ZUP1,ZFR,ZMYM5,ZXDA,ZMYM6,ZNF277,ZNF346,ZNF366,ZCCHC4,ZNF22,ZNF613,ZCCHC7,ZMAT5,ZNF233,ZNF362,TXNRD3,UBLCP1,ZCCHC9,ZNF155,ZNF462,ZMAT3,ZNF687,ZNF821,ZNF800,PSMC6,SH3RF2,ZNF622,UBE2W,WEE2,ZFP91,ZNF576,ZNHIT1,ZMYM1,ZNF407,ZNF524,ZNF581,TESK2,PLEKHA1,UBE2E1,ZNF777,ZNF382,STK39,TRIM8,TRIP12,TUT4,ZNF335,UPRT,TRIM22,ZNF512,ZC3H14,ZNF235,ZNF329,ZMYND15,ZFC3H1,ZNF318,ZFP64,UHMK1,ZMAT4,ZNF106,SNRNP48,SIVA1,ZNF638,ZMYM3,ZNF214,ZRANB1,ZNF282,ZC3H13,ZNF222,ZMIZ1,ZNF662,UBE2L3,UBE2Q1,ZC3H18,ZNF541,ZMAT1,ZMAT2,ZNF296,ZNF358,TSN,TRERF1,CSNK1E,ADI1,RPS6KA2,LIN28A,LIMK1,MX1,NMNAT1"
GO:BP,regulation of primary metabolic process,GO:0080090,TRUE,5.7030959241272786e-92,91.24388932366848,5390,1349,689,21026,"USP26,TTF1,ZNF385A,BANP,AKIRIN1,AKT1,ARID3B,ARID4B,PYCARD,EWSR1,CTDP1,COPS5,ERBIN,EPM2A,DCUN1D4,BRAT1,MLLT6,AEBP2,CCDC117,ARID5A,CELF2,CDK20,CELF3,ASPSCR1,CDKN1A,CCNT2,ELL3,MLLT11,ARID4A,CCND3,CDK5R1,CTBP1,CTBP2,COPS3,COPS6,COPS7A,COPS9,NEDD9,CCDC62,APOBEC3B,A1CF,BEX4,BAG6,BNC2,CIITA,ANKRD1,CLK2,AKIRIN2,BAZ2B,ALKBH5,ARHGEF5,GTPBP4,BTRC,GPS2,BCORL1,CDKN2A,CCNK,CAMTA2,CSTB,DGKQ,BIRC3,BIRC7,ADIRF,CCND1,ATAD2,CGGBP1,CCNT1,DCAF6,DEDD,DEDD2,AHDC1,ATXN1,CDKN2D,CCNL1,DET1,BCOR,AGTPBP1,DAZAP1,CGAS,DNAJB1,CDK13,DCUN1D1,DCUN1D3,DCUN1D5,DDX25,EAF1,DVL2,ECD,DYRK1B,EEF1D,ARMCX3,ASXL1,ASXL2,BEND6,AKAP8L,ESRP1,HP1BP3,MLIP,MKRN2,MAP2K4,DENND4A,NANOS3,LMO2,RBMY1A1,RBM12,RANBP9,RCOR2,RCOR3,RANBP2,RBM11,RBPMS,RBM20,RBM24,RBM38,RBM3,RBM47,NSRP1,NOLC1,RASD1,QRICH1,RBFOX3,ECT2,FAM107A,INTS4,INTS6,INTS8,INTS9,IWS1,NVL,PARPBP,PUM3,GNAQ,INTS10,INTS12,INTS13,NSUN5,PARN,L3MBTL3,NUB1,NOL11,ABHD14B,CCNC,CCND2,ANXA1,CCNG1,PAXIP1,TENT4B,HCFC1,MAML1,MAPK1,MAPK9,ELOA2,CASK,LMNA,HCFC2,NFKBIZ,LIN9,MED12L,MAF1,MED13L,MAGEA10,MAGEA11,MDC1,MAGEC2,MAPKAPK2,NEDD8,NCBP1,NGRN,NELFA,NELFCD,NELFE,MAML3,MEPCE,INTS1,IP6K2,MALT1,NUDT16,INTS11,RUNX1T1,NAB1,NAB2,FUBP1,GPBP1L1,EDRF1,MAPK14,MAPK15,RPS6KA3,LRP1,METTL14,ATXN1L,MAGOH,LCORL,GABPB1,ZFPM2,EIF4E,JAZF1,LDB2,LANCL2,LOXL2,CWC22,BCCIP,DDX54,C1D,HEXIM1,CAND1,HABP4,NFKBIB,EID1,GPATCH3,HNRNPH2,IRF2BPL,CBFA2T2,PER2,PDCD4,PDCD6,PIN1,PCBD1,LCOR,PARK7,KCTD1,NEK7,GPS1,COPS4,CTDSP1,FUBP3,ZFPM1,MRTFB,NRDE2,ODAM,AUTS2,DEPDC1,NELFB,NRIP1,L3MBTL4,MED12,METTL18,ELP1,EIF5A,MOB1B,ANKRD49,ANG,ELAVL1,PYM1,PRDM10,PRDM12,PTPN11,HINT1,HOPX,NFKBIL1,POGK,NLK,OAS1,NUP62,PPP4R3B,PAXBP1,MSL1,CBFA2T3,NR0B2,NOVA2,ADARB1,HIPK3,IKZF2,MEIOSIN,MSI1,PHC3,PHF14,DXO,MYOCD,LMCD1,MCIDAS,CDC25C,PTOV1,PCBP2,PRR7,PPM1E,KPNA2,NR0B1,PPARGC1A,MAML2,METTL5,PRICKLE1,ITCH,PCID2,UPF3B,BTBD18,FRK,DNAJB6,DDIT3,GSKIP,EYA4,FHIT,HTT,IL33,CLNS1A,CASC3,PCIF1,GATAD1,CPEB3,ELOA,CDKN1C,CDK4,CRTC1,CTDSPL,CTDSP2,FBXO5,DBF4B,EPOP,CCNL2,STUB1,CRTC2,CRTC3,GADD45A,EEF1A2,FAM50A,AXIN1,BCLAF1,CDK5RAP3,COQ7,INTS14,FBXW7,ILF2,ILF3,GON4L,CARD8,CBX7,DHX33,BAHD1,AKNA,ELOC,BRWD1,CASP8,DNAJC17,EID2,ATF7IP,MDFI,MAMLD1,FIZ1,MBNL2,MBNL3,LYAR,MAMSTR,MIDEAS,DND1,DUSP3,FGF2,GNL3,KANSL2,KANSL3,BRMS1L,CACTIN,COPS8,CPEB1,EMSY,ELP5,ELP2,EGLN2,FAF1,HSPA1A,ATRIP,CSDC2,ELP4,WTAP,CCNA2,CAND2,CDK8,PPIE,SDCBP,SCAF4,SCAF8,ZNF689,INAVA,PPRC1,PPHLN1,IKZF4,NOCT,IRF2BP1,MIF4GD,MLF2,NKAP,PTPN13,PTEN,OGT,PCGF1,PHAX,PIAS2,INCA1,NOVA1,PHF20,IER2,MN1,TESMIN,NRIP2,MIDN,PKP1,FANK1,GABPB2,IER5,REXO4,RTF1,RASL11A,SNRNP70,SAP25,RRN3,HSF5,RBM7,RBFOX1,RFPL1,SH2B1,STRADA,SSBP2,SRC,SCML1,TRIM27,TRIM33,TRNAU1AP,SSBP3,RBMXL1,SEPTIN4,PRDM14,PRAME,PRKN,PTBP2,SGTA,SH3D19,RNF187,TSC22D3,TADA2B,TADA1,TCOF1,NCOA7,NUPR1,RBL1,RESF1,RIT2,SAMSN1,KPNA1,PSME3IP1,UPF3A,GAPDH,GNL3L,HEXIM2,PPID,GCH1,NCOR1,RYBP,SCAND1,SMG1,MDM2,PHF12,PPARGC1B,RNF126,SLTM,SENP1,RNF6,SETSIP,SETD6,SIN3B,SIK1,SHQ1,SIAH2,RPL5,SECISBP2,SAE1,TENM2,SPINDOC,MYCBP2,NAMPT,PELO,WAC,SUMO1,S100A11,SUPT5H,RERE,RNF220,TSC22D1,SUPT7L,SRPK1,ESRP2,INTS5,NFATC2IP,SOCS1,STYX,SUPT4H1,CAMK1D,MRTFA,TBL1XR1,RITA1,SAFB,SCMH1,TENT5C,SNF8,SERTAD3,AURKAIP1,AKAP17A,MLLT10,ARID3A,ARID5B,CELF4,CITED1,CIART,CITED2,CIPC,CIRBP,CTNNBIP1,CNBP,CHP2,TESC,CLSPN,CNOT11,CNOT10,CNOT2,TXN,TCEAL7,VGLL4,TRAK1,TLE5,UFSP2,PSME3,PIAS3,SINHCAF,SMURF2,SKP2,TBL1X,TNIP2,TRIM52,ZNF511,ZNF667,SHFL,SENP3,PSMA6,ZNF707,ZNF567,RNF14,ZXDB,ZNF532,ZNF414,EEFSEC,ZNF653,ZNF488,ZNF497,ZNF671,ZNF865,USP21,ZNF383,ZNF223,ZXDC,ZC3H12A,ZNF691,UBE3A,UBE2I,UXT,SPEN,NUFIP1,PBXIP1,SPHK2,PSPC1,HNRNPA0,RPRD1A,SCML2,SERTAD2,STOX1,SAP30L,TRIB3,RNF4,SPRED1,SSBP4,PSMC3,RNF10,THAP5,TRIM25,UBQLN1,ZNF592,ZNF410,SRA1,SAP130,SUPT20H,FLT4,MLF1,PLAA,SFMBT2,SUFU,YAF2,ZNF609,TTC5,ZNF710,ZNF654,SCAI,PTTG1IP,RGS14,STH,TOX3,TRAF4,TRIM26,TCF20,TBL1Y,PHF23,TRIM21,SAP30BP,YLPM1,PYDC2,TOB1,ZMIZ2,ZNF234,ZNF704,ZNF469,ZBTB24,ZNF688,ZIM2,YY1AP1,ZNF593,ZMYM2,ZNF507,ZNF503,TXK,ZMYM5,ZXDA,ZNF366,ZCCHC4,ZNF22,ZNF613,TOX2,ZNF233,ZNF362,ZNF155,ZNF462,ZNF687,ZNF821,ZNF800,PSMC6,SH3RF2,SFMBT1,ZFP91,ZNF576,ZNHIT1,ZNF407,ZNF524,ZNF581,TEX15,UBTF,VGLL3,TCIM,UBE2E1,ZNF777,ZNF382,THRSP,TRIM8,TUT4,ZNF335,UBQLN4,TIAL1,TRIM22,ZNF512,ZC3H14,ZNF235,ZNF329,ZMYND15,TOX,ZNF318,ZFP64,UHMK1,SCML4,SKAP1,SIVA1,TIA1,ZNF638,METTL1,ZNF214,ZNF282,USP1,YEATS2,ZNF222,ZMIZ1,ZNF662,UBE2L3,ZC3H18,ZNF541,WWTR1,ZNF296,ZNF358,TRERF1,TPX2,WBP2,CSNK1E,LIN28A,LIMK1,N4BP1,NMD3,NMI,NMNAT1"
GO:BP,nucleocytoplasmic transport,GO:0006913,TRUE,1.908018584349363e-28,27.71941739952654,334,1349,89,21026,"AKT1,EPM2A,AAAS,CDKN1A,ANKRD54,AKIRIN2,ALKBH5,CDKN2A,GLE1,ANP32A,ANP32B,ATXN1,DDX25,AKAP8L,NUP50,RAE1,RANBP3,RANBP17,RANBP2,RAN,ECT2,IWS1,RANGRF,KPNA3,LMNA,LSG1,NCBP1,MALT1,MAPK14,MAGOH,IPO11,EIF4E,NXF1,PARK7,NRDE2,NCBP3,ELAVL1,PTPN11,NUP62,NUP42,POM121C,GCKR,KPNA2,NUP54,PRICKLE1,POM121,PCID2,HIKESHI,IL33,CASC3,AXIN1,KPNB1,EMD,BAG3,PHAX,NUP35,IPO8,NUP88,NXT1,STRADA,KPNA1,SMG1,MDM2,SUMO1,SDAD1,SNUPN,NPAP1,RITA1,CITED1,CHP2,TXN,SPG11,FYTTD1,CSE1L,XPO4,ZC3H12A,UBE2I,TNPO2,ZC3H11A,SUFU,XPO5,PTTG1IP,RGS14,RSRC1,XPO6,UHMK1,FAM53A,KPNA4,NMD3"
GO:BP,proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0043161,TRUE,5.259121359617017e-25,24.2790868072805,414,1349,95,21026,"USP26,KCTD13,AKT1,EPM2A,KCTD10,ANAPC11,BAG6,AKIRIN2,BTRC,APPBP2,ARIH2,CDC26,DET1,RNF7,PSMB4,PSMB6,PSMB7,NUB1,ANAPC5,MAPK9,MAEA,FEM1B,PCNP,KLHDC10,PARK7,NPLOC4,PSMA1,CBFA2T3,NSFL1C,PCBP2,PRICKLE1,FBXO38,ITCH,DDIT3,ARMC8,FHIT,IL33,FBXL3,FBXO7,STUB1,FBXL17,AXIN1,FBXW7,GID8,CUL2,KLHDC2,FAF1,HSPA1A,CDC27,PSMA4,PSMB1,OGT,RFPL1,RMND5A,PRAME,PRKN,RNF187,PSMD11,RYBP,MDM2,PSMB2,RNF126,SIAH2,WAC,SUMO1,STYX,TBL1XR1,ADRM1,SMURF2,SKP2,TBL1X,PSMA6,UBE3A,UBXN2B,RNF34,TRIB3,RNF4,PSMC3,RNF10,PLAA,TRAF4,TRIM26,TBL1Y,UFD1,UBXN7,PSMC6,SH3RF2,UBE2W,WDR26,PSMB5,TRIP12,UBQLN4,WWTR1,CSNK1E,N4BP1"
GO:BP,ribosome biogenesis,GO:0042254,TRUE,2.6484325667516336e-22,21.5770110804065,323,1349,79,21026,"URB2,YBEY,DDX52,GTPBP4,CDKN2A,BMS1,RPS19BP1,NSA2,RAN,RBM34,NOLC1,IMP4,NVL,NSUN5,NOL11,TENT4B,NOL9,GNL2,LSG1,NGRN,NUDT16,DDX54,DDX56,C1D,ESF1,EBNA1BP2,DDX28,ISG20L2,MPHOSPH10,METTL18,NOL8,DDX18,DDX31,METTL5,POP5,POP7,DDX51,FCF1,LYAR,IMP3,DHX37,NOC4L,NUP88,RPP25,RPP40,REXO4,RRN3,NLE1,UTP11,UTP23,RPP38,GNL3L,POP4,SHQ1,RPL5,NOM1,SURF6,RPL23A,SDAD1,NOP16,RBIS,URB1,RPF2,RRP12,RRP7A,RPF1,WDR74,UTP14C,RSL1D1,RSL24D1,RRP36,PAK1IP1,EMG1,ZNF593,WDR55,ZCCHC4,ZNF622,TMA16,NMD3"
GO:BP,tRNA processing,GO:0008033,TRUE,4.118816470112992e-9,8.38522755929218,139,1349,35,21026,"AKT1,C2ORF49,ALKBH8,DTWD2,GON7,DPH3,LAGE3,ELP1,OSGEP,POP1,POP5,POP7,PUS10,FAM98B,ELP5,ELP2,ELP4,DTWD1,RPP25,RPP40,TSEN2,TRMT5,PUS3,RPP38,TSEN54,POP4,CLP1,TSEN34,RPP25L,ELAC1,TRMT6,TRMT10A,WDR4,TSEN15,METTL1"
GO:BP,nucleus organization,GO:0006997,TRUE,0.00003468042759999775,4.459915556433006,147,1349,30,21026,"CELF3,CDKN2A,AKAP8L,RCC1,NOLC1,LMNA,LEMD2,LMNB2,LMNB1,HABP4,NEMP1,NSFL1C,NUP54,PARP11,EMD,BANF1,DYRK3,NUMA1,NUP35,RRN3,SYNE1,SUMO1,SRPK1,UBXN2B,TOR1A,UBE2I,TOR1AIP1,TMEM201,EMG1,WEE2"
GO:BP,regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0000079,TRUE,0.000052873228247379114,4.276764172340845,80,1349,21,21026,"AKT1,CDKN1A,CCNT2,CCND3,CDK5R1,GTPBP4,CDKN2A,CCNK,CCND1,CCNT1,CDKN2D,CCND2,CCNG1,BCCIP,MYOCD,CDC25C,GADD45A,CDK5RAP3,PTEN,INCA1,HEXIM2"
GO:BP,protein localization to nuclear envelope,GO:0090435,TRUE,0.0015685748847846593,2.804494742970424,14,1349,8,21026,"INTS13,LMNA,LMNB2,LMNB1,NUP54,SUMO1,TOR1AIP1,TMEM201"
GO:BP,chromatin organization,GO:0006325,TRUE,0.0022898234868832506,2.6401979943531964,884,1349,94,21026,"BANP,ARID4B,MLLT6,AEBP2,ARID4A,APOBEC3B,BAG6,BAZ2B,BCORL1,ANP32B,ATAD2,CGGBP1,BCOR,ASXL1,HP1BP3,RCBTB1,IWS1,LBR,L3MBTL3,PAXIP1,HCFC1,LMNA,HIRIP3,HCFC2,NFKBIZ,MDC1,LMNB2,EZHIP,LMNB1,LOXL2,PER2,NUDT5,NRDE2,COPRS,L3MBTL4,MKI67,MSL1,HDGFL3,PHF14,MYOCD,RBBP5,PCBP2,PCID2,BTBD18,EYA4,GATAD1,EPOP,FAM50A,AXIN1,CBX7,BAHD1,DNAJC9,KANSL2,KANSL3,EMSY,DPY30,BANF1,PPHLN1,OGT,PCGF1,PHF20,PWWP3A,RTF1,TRIM27,PRDM14,TADA2B,RBL1,NCOR1,RYBP,SETSIP,WAC,SUPT5H,RERE,SRPK1,SUPT4H1,TBL1XR1,SAFB,SCMH1,USP21,SPEN,SPHK2,TSPYL1,STPG4,SPOCD1,ZNF462,SFMBT1,ZNHIT1,TEX15,TRIP12,TUT4,ZNF335,TOX,YEATS2,WBP2"
GO:BP,regulation of protein stability,GO:0031647,TRUE,0.0023127591775896836,2.6358695869825057,335,1349,46,21026,"PYCARD,A1CF,BAG6,GTPBP4,BTRC,CDKN2A,FAM107A,GNAQ,HCFC1,MAPK1,DAZAP2,LMNA,IP6K2,CDKN2AIP,PIN1,PARK7,NLK,OTUD3,PPARGC1A,HTT,FBXL3,FBXO7,STUB1,FBXW7,ATF7IP,HSPA1A,CRYAA,BAG3,PTEN,SRC,PRKN,GAPDH,GNL3L,MDM2,RPL5,SUMO1,HYPK,TESC,TBL1X,TNIP2,USP27X,UXT,USP28,TBL1Y,TRIM21,UBL4A"
